美图喵 — 1.1版  — By、笑孤城,https://www.52pojie.cn/thread-1486955-1-1.html
寒星鼠标点击器1.5.0.1,https://www.52pojie.cn/thread-1485871-1-1.html
猫爪插件+N_m3u8DL-CLI_v2.9.7配合下载网课视频,https://www.52pojie.cn/thread-1485780-1-1.html
通用Excel库存管理系统，最好用的Excel出入库管理表格,https://www.52pojie.cn/thread-1486925-1-1.html
bilibili国际版2.10.1,https://www.52pojie.cn/thread-1485300-1-1.html
驱动精灵_v9.61.3708.3054_纯净版绿色单文件,https://www.52pojie.cn/thread-1487120-1-1.html
【股票软件】通达信（缠论量化版）缠论大师红竹版,https://www.52pojie.cn/thread-1482715-1-1.html
比特彗星 BitComet Stable (build 1.78.7.27) 绿色版,https://www.52pojie.cn/thread-1480290-1-1.html
[全网首发] Windows 11 应用商店恢复包 22107 + Windows 10 应用商店恢复包 12107,https://www.52pojie.cn/thread-1483149-1-1.html
一款能用油猴的安卓浏览器ungoogled-chromium,https://www.52pojie.cn/thread-1487979-1-1.html
改进版 无限白嫖百度云7天会员 多线程搜索 直接看到截止日期,https://www.52pojie.cn/thread-1456872-1-1.html
HmDX很萌下载器 V5.6.2 m3u8视频下载器 2021.07.07更新(附源码),https://www.52pojie.cn/thread-1477962-1-1.html
微信 8.0.9正式版,https://www.52pojie.cn/thread-1485954-1-1.html
全能影音播放器 PotPlayer v210729(1.7.21525) x64 Public去广告绿色版(8.3更新),https://www.52pojie.cn/thread-1471655-1-1.html
雷神安卓模拟器 v1.0.10,https://www.52pojie.cn/thread-1487310-1-1.html
逍遥模拟器 v7.5.5 免安装精简版,https://www.52pojie.cn/thread-1469177-1-1.html
电子基盘：二人对战麻将街机游戏（应坛友要求重新上传）,https://www.52pojie.cn/thread-1487462-1-1.html
实用的EXCEL财务账务系统,https://www.52pojie.cn/thread-1480291-1-1.html
Kiwi可以装插件的手机浏览器v93.0.4577.20谷歌商店版,https://www.52pojie.cn/thread-1480293-1-1.html
office卸载工具,https://www.52pojie.cn/thread-1486213-1-1.html
哔哩哔哩UWP V4.3.2.0,https://www.52pojie.cn/thread-1479650-1-1.html
开源U盘引导盘制作工具 Rufus 3.15.1812 正式版,https://www.52pojie.cn/thread-1487889-1-1.html
酷安UWP V2.1.38,https://www.52pojie.cn/thread-1479674-1-1.html
静读天下 Moon+ Reader Pro v6.8 build 608001,https://www.52pojie.cn/thread-1486234-1-1.html
推荐款专业的查询天体资料和寻星软件Navigator liht32,https://www.52pojie.cn/thread-1483765-1-1.html
ToDesk 2.0.0.1 Win+Mac+ios+安卓 远程控制  流畅,https://www.52pojie.cn/thread-1480302-1-1.html
zeroTierV1.6.5谷歌商店版,https://www.52pojie.cn/thread-1473308-1-1.html
公文写作神器 v2.8.1.20 去更新去广告版【更新】,https://www.52pojie.cn/thread-1467509-1-1.html
SunPlayer 1.0.0.2,https://www.52pojie.cn/thread-1480861-1-1.html
电脑桌面天气时间日历插件 云日历 v1.25,https://www.52pojie.cn/thread-1474666-1-1.html
获取当前连接WIFI的密码,https://www.52pojie.cn/thread-1481891-1-1.html
【OCR文字识别】ABBYY TextGrabber v2.7.4.4 安卓官方版,https://www.52pojie.cn/thread-1470316-1-1.html
模拟器xp框架安装 傻瓜包 v1.0,https://www.52pojie.cn/thread-1467565-1-1.html
照片处理软件（考试需要）,https://www.52pojie.cn/thread-1483650-1-1.html
京东助手+苏宁试用助手[2021-06-15补档],https://www.52pojie.cn/thread-1459398-1-1.html
雷神模拟器安装Xposed框架,https://www.52pojie.cn/thread-1456716-1-1.html
QQ音乐简洁版内测版本,https://www.52pojie.cn/thread-1479320-1-1.html
证件加水印_v1.0.0,https://www.52pojie.cn/thread-1486854-1-1.html
开源免费的多格式文档阅读器 Sumatra PDF v3.3.3 官方绿色版 （7.20更新）,https://www.52pojie.cn/thread-1471953-1-1.html
MacroDroid 实现钉钉自动打卡,https://www.52pojie.cn/thread-1485022-1-1.html
人教版PEP初中英语7-9年级电脑点读软件,https://www.52pojie.cn/thread-1483669-1-1.html
全能计算器 v2.9.210,https://www.52pojie.cn/thread-1461291-1-1.html
Windows文件管理工具XYplorer绿色汉化免注册版v22.00,https://www.52pojie.cn/thread-1475677-1-1.html
【2021.8.2更新】印章助手 v1.5,https://www.52pojie.cn/thread-1485114-1-1.html
WIN11 任务栏透明毛玻璃效果 ClassicShellSetup_4_3_1-zhCN,https://www.52pojie.cn/thread-1484436-1-1.html
代码注入器(带源码),https://www.52pojie.cn/thread-1475957-1-1.html
人教版PEP(三起)3-6年级小学英语电脑点读软件,https://www.52pojie.cn/thread-1478980-1-2.html
【2021.8.1更新】Topaz Gigapixel AI v5.4.5安装与汉化教程,https://www.52pojie.cn/thread-1486326-1-2.html
【重发】Office 2021 ProPlus LTSC 16.0.14204.20006 中文+英文 32位+64位,https://www.52pojie.cn/thread-1457011-1-2.html
左右手桌面盯盘（Desktop Stock Tracking）V1.3.2,https://www.52pojie.cn/thread-1487693-1-2.html
多光标软件MouseMux V1.011,https://www.52pojie.cn/thread-1487499-1-2.html
鼠标穿屏小程序v1.1,https://www.52pojie.cn/thread-1487064-1-2.html
虎课网视频一键下载视频+素材 更新内置ck,https://www.52pojie.cn/thread-1484513-1-2.html
龙卷风收音机 Android 版本号：4.1,https://www.52pojie.cn/thread-1474752-1-2.html
一指禅自动跳过广告v3.1.101pro无广告版,https://www.52pojie.cn/thread-1462970-1-2.html
京东8.0.2 Google Paly版,https://www.52pojie.cn/thread-1464284-1-2.html
「HD VCFP」一款高清视频转换器,https://www.52pojie.cn/thread-1474584-1-2.html
旋转的时钟,https://www.52pojie.cn/thread-1457344-1-2.html
分享一款磁盘扫描RidNacs 2.0.3,https://www.52pojie.cn/thread-1485386-1-2.html
安卓音频复读机：海子复读小霸王 v2.3,https://www.52pojie.cn/thread-1467517-1-2.html
EduEditer国产科教编辑软件V1.99,https://www.52pojie.cn/thread-1485564-1-2.html
Windows 11 消费者版 (含家庭版/专业版/专业工作站/家庭单语言版),https://www.52pojie.cn/thread-1459715-1-2.html
WIFI大师 v5.1.13 for Google Play 无广告版 （好用的原WIFI万能钥匙 7.30更新）,https://www.52pojie.cn/thread-1458157-1-2.html
万能下载v1.9.1支持安卓11视频号提取、短视频下载,https://www.52pojie.cn/thread-1466242-1-2.html
爱奇艺3.6.7国际版,https://www.52pojie.cn/thread-1476948-1-2.html
小众软件——打印机快速切换软件,https://www.52pojie.cn/thread-1486187-1-2.html
【CAD批量打印】JY打印 V7.3 <自动识别图签信息命名>,https://www.52pojie.cn/thread-1484503-1-2.html
万能加速器2.1.0 免ROOT 挂机、单机游戏变速神器 21.06.03更新,https://www.52pojie.cn/thread-1458326-1-2.html
龙卷风收音机 Windows   版本号：7.9.2021.701,https://www.52pojie.cn/thread-1475029-1-2.html
软件名称：【大声朗读】 版本：1.0 windows 独立版本 ，提供非常逼真的在线语音朗读。,https://www.52pojie.cn/thread-1483133-1-2.html
Drawio v14.6.13 简洁流程图工具 Win mac linux可用 有网页版本,https://www.52pojie.cn/thread-1457391-1-2.html
超强全方位睡眠管家：睡眠追踪 - Sleep 20210616 高级解锁版（含汉化）,https://www.52pojie.cn/thread-1486270-1-2.html
微软常用运行库合集2021年8月2日更新版,https://www.52pojie.cn/thread-1487293-1-2.html
微软安卓版Edge浏览器92.0.902.59 arm64位,https://www.52pojie.cn/thread-1486314-1-2.html
解决“你的 Office 许可证有问题”2016、2019的修正补丁,https://www.52pojie.cn/thread-1466606-1-2.html
系统清理工具 CCleaner v5.83.9050 Professional Editon 官方绿色版（7.20更新）,https://www.52pojie.cn/thread-1455813-1-2.html
安卓全机型卸载预装软件（免Root）v1.01,https://www.52pojie.cn/thread-1474494-1-2.html
TextSeek-全文搜索引擎工具-绿色版,https://www.52pojie.cn/thread-1482900-1-2.html
阅读（开源类小说APP）3.0版（蓝奏无限更新APP）用了2年多无广告8.1更新书源,https://www.52pojie.cn/thread-1479239-1-2.html
迅雷11.1.8.1418单文件版（无需安装点击即用系统洁癖福音）,https://www.52pojie.cn/thread-1481796-1-2.html
百度网盘迁移阿里云盘工具1.0版本,https://www.52pojie.cn/thread-1465155-1-2.html
notify for mi band12.9.2（公众版） 支持小米手环,https://www.52pojie.cn/thread-1475395-1-2.html
"最新无广告7.5.5版本逍遥安卓模拟器电脑版,包含4.4/5.1/7.1（32和64位）四个安卓版本",https://www.52pojie.cn/thread-1479573-1-2.html
快递100_v1.0.1『国际版』汉化版,https://www.52pojie.cn/thread-1486856-1-2.html
智能遥控器v1.2.9,https://www.52pojie.cn/thread-1484476-1-2.html
VMware-VMvisor-Installer-7.0U2-17630552.x86_64最新esxi,https://www.52pojie.cn/thread-1456494-1-2.html
电脑版 屏幕护眼 无广告 无窗口,https://www.52pojie.cn/thread-1480603-1-2.html
Andftp v5.2 安卓远程连接服务器,https://www.52pojie.cn/thread-1456662-1-2.html
